"OBJECTID","PIN","PARCELNB","TOWNSHIP","SECTION_","BLOCK","PARCEL","SHAPE_STAr","SHAPE_STLe","Acres"
109105,"172105000013","0172105000013","1721","050","00","013",79771.74560550000,5362.53723320000,74
109107,"172105200006","0172105200006","1721","052","00","006",2227959.79541000000,6012.67085623000,2070
109108,"172105000046","0172105000046","1721","050","00","046",220449.45556600000,2066.57102211000,205
109109,"172105000045","0172105000045","1721","050","00","045",129763.01464800000,1473.96618676000,121
109110,"172105000041","0172105000041","1721","050","00","041",1277203.95020000000,4984.58549332000,1187
109111,"172105000044","0172105000044","1721","050","00","044",558947.59716800000,3725.52940298000,519
109112,"172105000010","0172105000010","1721","050","00","010",333328.13574200000,2624.23786584000,310
109113,"172105200004","0172105200004","1721","052","00","004",1497502.60645000000,5491.70371126000,1391
109116,"172105100004","0172105100004","1721","051","00","004",321676.50976600000,3461.79281654000,299
109977,"172106225001","0172106225001","1721","062","25","001",361324.10986300000,2427.61082154000,336
110020,"172106120010","0172106120010","1721","061","20","010",149997.38818400000,1704.01750039000,139
110074,"172106424028","0172106424028","1721","064","24","028",108849.56835900000,1672.08485566000,101
111140,"172106222155","0172106222155","1721","062","22","155",88229.50537110000,4924.27902454000,82
111141,"172106222107","0172106222107","1721","062","22","107",74176.59277340000,5119.88038056000,69
111142,"172106107015","0172106107015","1721","061","07","015",89505.58398440000,1459.52874578000,83
111165,"172106427031","0172106427031","1721","064","27","031",101942.28320300000,1297.02852634000,95
111201,"172106424030","0172106424030","1721","064","24","030",83584.46826170000,1413.01503838000,78
111253,"172106424029","0172106424029","1721","064","24","029",97194.32128910000,1447.51390222000,90
111256,"172106111025","0172106111025","1721","061","11","025",35029.51513670000,1866.52110765000,33
111269,"172106116015","0172106116015","1721","061","16","015",58440.18017580000,2566.69461416000,54
111276,"172106115001","0172106115001","1721","061","15","001",346582.88525400000,3858.25214493000,322
111277,"172106214006","0172106214006","1721","062","14","006",136563.64990200000,1629.64968751000,127
111281,"172106101021","0172106101021","1721","061","01","021",75594.29785160000,4561.67391849000,70
111284,"172106205009","0172106205009","1721","062","05","009",39006.49023440000,2108.09065148000,36
111285,"172106103033","0172106103033","1721","061","03","033",42039.20117190000,1323.87887139000,39
111288,"172106105031","0172106105031","1721","061","05","031",39034.23388670000,1634.51976244000,36
111291,"172106202011","0172106202011","1721","062","02","011",161698.71777300000,2564.40426302000,150
111294,"172106410003","0172106410003","1721","064","10","003",364028.22656300000,2419.86313994000,338
111296,"172106415055","0172106415055","1721","064","15","055",171159.66113300000,6849.48963733000,159
111298,"172106419015","0172106419015","1721","064","19","015",157159.13769500000,1725.90553108000,146
111299,"172106316046","0172106316046","1721","063","16","046",35315.93945310000,731.66872317000,33
111432,"172107207029","0172107207029","1721","072","07","029",37479.08007810000,778.00755754400,35
111453,"172107207026","0172107207026","1721","072","07","026",34428.95605470000,746.99415108500,32
111510,"172107207003","0172107207003","1721","072","07","003",154214.13574200000,1627.28277867000,143
112108,"172107400014","0172107400014","1721","074","00","014",2121318.57031000000,6456.63062924000,1971
112159,"172109300001","0172109300001","1721","093","00","001",8023520.95801000000,13338.72601890000,7454
112161,"172109000005","0172109000005","1721","090","00","005",1739896.42529000000,5278.79302774000,1616
112162,"172109000004","0172109000004","1721","090","00","004",1406233.94971000000,4834.83893502000,1306
112163,"172109400008","0172109400008","1721","094","00","008",41892.16601560000,1002.20411354000,39
112164,"172109400010","0172109400010","1721","094","00","010",65598.70507810000,1217.01818421000,61
112165,"172109400011","0172109400011","1721","094","00","011",87586.60498050000,1362.48246327000,81
112167,"172109407011","0172109407011","1721","094","07","011",73414.77343750000,1318.30536890000,68
112171,"172109000001","0172109000001","1721","090","00","001",108538.37939500000,1771.71706345000,101
112173,"172110000024","0172110000024","1721","100","00","024",80759.02050780000,7095.62526101000,75
112174,"172110000019","0172110000019","1721","100","00","019",167444.01904300000,1857.71885622000,156
112321,"172114005007","0172114005007","1721","140","05","007",405525.37939500000,2901.05037473000,377
112769,"172108000050","0172108000050","1721","080","00","050",79207.26025390000,1330.49704285000,74
112775,"172107207028","0172107207028","1721","072","07","028",147681.44921900000,1574.58643846000,137
112776,"172107117001","0172107117001","1721","071","17","001",311575.53857400000,3390.39049153000,289
112780,"172107211044","0172107211044","1721","072","11","044",324586.56738300000,2363.26718748000,302
112782,"172107400013","0172107400013","1721","074","00","013",429768.11377000000,3750.98973343000,399
112783,"172107400012","0172107400012","1721","074","00","012",110619.59423800000,1628.71212378000,103
112784,"172107403004","0172107403004","1721","074","03","004",325022.76660200000,2531.09969275000,302
112785,"172107316021","0172107316021","1721","073","16","021",57483.49462890000,1070.51539612000,53
112787,"172107400008","0172107400008","1721","074","00","008",51721.06689450000,1200.04334845000,48
112789,"172107400009","0172107400009","1721","074","00","009",79270.23046880000,1107.71328431000,74
112791,"172107300011","0172107300011","1721","073","00","011",2302963.85596000000,9755.89869141000,2140
112792,"172107407001","0172107407001","1721","074","07","001",323007.51611300000,3264.75857098000,300
112806,"172107211045","0172107211045","1721","072","11","045",373959.26318400000,4568.15388802000,347
112820,"172108200005","0172108200005","1721","082","00","005",161173.39697300000,1973.11031142000,150
112822,"172108200001","0172108200001","1721","082","00","001",156250.39355500000,1662.53450745000,145
112823,"172108000004","0172108000004","1721","080","00","004",226421.91503900000,2312.75552646000,210
112824,"172107100003","0172107100003","1721","071","00","003",98471.95751950000,1375.63603295000,91
112825,"172108000047","0172108000047","1721","080","00","047",64062.27880860000,1171.98457864000,60
112826,"172108000036","0172108000036","1721","080","00","036",60034.92968750000,1198.85296882000,56
112827,"172108100001","0172108100001","1721","081","00","001",1561559.61865000000,5008.18225716000,1451
112828,"172108000021","0172108000021","1721","080","00","021",116985.50732400000,1386.78075150000,109
112829,"172108000048","0172108000048","1721","080","00","048",3306042.38965000000,7582.91641222000,3071
112830,"172108000012","0172108000012","1721","080","00","012",588974.20507800000,3656.42867597000,547
112832,"172108000007","0172108000007","1721","080","00","007",562266.83740200000,3491.42397727000,522
112833,"172108400002","0172108400002","1721","084","00","002",455591.07910200000,2842.47895381000,423
112834,"172108400003","0172108400003","1721","084","00","003",286225.53662100000,2274.78898184000,266
112835,"172108000022","0172108000022","1721","080","00","022",91396.28271480000,2193.49228404000,85
112836,"172108000034","0172108000034","1721","080","00","034",1600113.69238000000,7798.81844003000,1487
112837,"172108000053","0172108000053","1721","080","00","053",234882.66259800000,2040.13993026000,218
112838,"172108100002","0172108100002","1721","081","00","002",1962348.20020000000,5631.57887949000,1823
112839,"172108400001","0172108400001","1721","084","00","001",5475640.96338000000,15162.20381050000,5087
112841,"172108300003","0172108300003","1721","083","00","003",5535966.34180000000,14550.17479350000,5143
112842,"172108000038","0172108000038","1721","080","00","038",211350.15380900000,2328.17915731000,196
112843,"172108000054","0172108000054","1721","080","00","054",930639.26318400000,4878.90783964000,865
112844,"172108000049","0172108000049","1721","080","00","049",51017.20507810000,984.05792936800,47
112845,"172108000052","0172108000052","1721","080","00","052",52031.38476560000,1028.70220300000,48
112850,"172108000031","0172108000031","1721","080","00","031",57059.21533200000,1114.54710108000,53
112853,"172109400002","0172109400002","1721","094","00","002",79787.05957030000,1489.20307798000,74
112855,"172109400004","0172109400004","1721","094","00","004",45867.42578130000,1344.17046730000,43
112866,"172109000038","0172109000038","1721","090","00","038",92902.58300780000,1419.10921429000,86
112868,"172109400018","0172109400018","1721","094","00","018",39768.81933590000,865.87603788500,37
112869,"172109404052","0172109404052","1721","094","04","052",63842.37988280000,3475.61700572000,59
112891,"172109000050","0172109000050","1721","090","00","050",46539.69531250000,880.16221586300,43
112909,"172109400023","0172109400023","1721","094","00","023",39705.69287110000,866.05211932300,37
112910,"172109400009","0172109400009","1721","094","00","009",62390.25927730000,1154.27010955000,58
112938,"172109400014","0172109400014","1721","094","00","014",119963.30468800000,1427.67682441000,111
112945,"172109400022","0172109400022","1721","094","00","022",39599.63720700000,866.12408280200,37
112946,"172109400021","0172109400021","1721","094","00","021",39595.10791020000,866.05707669100,37
112947,"172109400020","0172109400020","1721","094","00","020",39591.12158200000,865.99408440300,37
112948,"172109400019","0172109400019","1721","094","00","019",39586.74511720000,865.93008650500,37
113024,"172109000048","0172109000048","1721","090","00","048",75903.11132810000,1399.62697029000,71
113034,"172109400007","0172109400007","1721","094","00","007",56803.33691410000,1466.94166076000,53
113035,"172109400006","0172109400006","1721","094","00","006",40703.49072270000,827.37261722400,38
113040,"172109400016","0172109400016","1721","094","00","016",565593.81347700000,3446.72206585000,525
113059,"172109000003","0172109000003","1721","090","00","003",354319.47168000000,2920.65286800000,329
113061,"172109400025","0172109400025","1721","094","00","025",45450.61621090000,1333.50405933000,42
113062,"172109400001","0172109400001","1721","094","00","001",236401.94140600000,2246.25935928000,220
113087,"172109000006","0172109000006","1721","090","00","006",89891.12939450000,1235.35525119000,84
113089,"172110004008","0172110004008","1721","100","04","008",87936.61230470000,1192.40140796000,82
113090,"172110005004","0172110005004","1721","100","05","004",112435.99804700000,1373.01310874000,104
113091,"172110005014","0172110005014","1721","100","05","014",88732.36865230000,1277.35425675000,82
113092,"172110006006","0172110006006","1721","100","06","006",87226.98486330000,1197.07657882000,81
113093,"172110006007","0172110006007","1721","100","06","007",115897.53857400000,1414.76914050000,108
113094,"172110001019","0172110001019","1721","100","01","019",256286.39502000000,2227.72480788000,238
113095,"172110004001","0172110004001","1721","100","04","001",617787.02783200000,3439.83569293000,574
113096,"172110402001","0172110402001","1721","104","02","001",216951.09423800000,2733.10223151000,202
113097,"172110100001","0172110100001","1721","101","00","001",2695258.47754000000,7375.66475302000,2504
113098,"172110001011","0172110001011","1721","100","01","011",923611.56347700000,3937.29886731000,858
113104,"172110301050","0172110301050","1721","103","01","050",88188.52539060000,1607.00111180000,82
113106,"172110301038","0172110301038","1721","103","01","038",139882.53955100000,1762.22706071000,130
113148,"172110207021","0172110207021","1721","102","07","021",59744.67187500000,972.21732981000,56
113154,"172110213001","0172110213001","1721","102","13","001",62707.81591800000,990.42194614100,58
113180,"172110309001","0172110309001","1721","103","09","001",53895.92382810000,930.98780348100,50
113185,"172110004004","0172110004004","1721","100","04","004",91059.07031250000,1222.78765126000,85
113186,"172110004006","0172110004006","1721","100","04","006",89516.13330080000,1211.75007177000,83
113187,"172110004007","0172110004007","1721","100","04","007",90112.63183590000,1213.96647640000,84
113198,"172110309011","0172110309011","1721","103","09","011",51114.58154300000,934.00966830500,47
113201,"172110306001","0172110306001","1721","103","06","001",43690.26025390000,839.85296391000,41
113209,"172110305001","0172110305001","1721","103","05","001",59009.25244140000,969.53952267100,55
113225,"172110005003","0172110005003","1721","100","05","003",111914.59863300000,1375.52862020000,104
113229,"172110305002","0172110305002","1721","103","05","002",49197.80322270000,890.20598100600,46
113238,"172110301039","0172110301039","1721","103","01","039",83889.08642580000,3021.87512503000,78
113271,"172110005013","0172110005013","1721","100","05","013",89727.25439450000,1287.43286866000,83
113272,"172110005009","0172110005009","1721","100","05","009",92848.96289060000,1293.42560836000,86
113273,"172110005010","0172110005010","1721","100","05","010",89629.15185550000,1286.98305368000,83
113274,"172110005011","0172110005011","1721","100","05","011",89019.79687500000,1284.20930348000,83
